,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Year
,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,
35,35,Elias Harris,"Oct 30, '13, LAL @ GSW",24,1,2,11,0,1,0,0,0,0,1,1,1,1,0,0,0,0,.000,,,5.5,0.0,0.5,0.5,2014
36,36,Solomon Hill,"Oct 29, '13, IND vs. ORL",22,9,448,9652,843,2175,362,1093,405,508,289,1399,662,307,99,377,765,2453,.388,.331,.797,21.5,5.5,3.1,1.5,2014
37,37,Scotty Hopson,"Apr 2, '14, CLE @ ORL",24,3,4,33,2,9,0,3,2,4,0,1,3,1,0,3,1,6,.222,.000,.500,8.3,1.5,0.3,0.8,2014
38,38,Robbie Hummel,"Nov 1, '13, MIN vs. OKC",24,2,98,1397,146,349,48,140,39,45,66,266,50,32,11,28,143,379,.418,.343,.867,14.3,3.9,2.7,0.5,2014
39,39,Sergey Karasev,"Nov 2, '13, CLE @ IND",20,3,95,1110,96,243,31,110,64,76,30,140,87,32,4,57,94,287,.395,.282,.842,11.7,3.0,1.5,0.9,2014
40,40,Ryan Kelly,"Nov 5, '13, LAL @ DAL",22,4,163,3125,324,857,102,323,231,290,77,504,215,79,84,106,309,981,.378,.316,.797,19.2,6.0,3.1,1.3,2014
41,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2014
42,41,Ognjen Kuzmić,"Oct 30, '13, GSW vs. LAL",23,2,37,164,13,25,0,0,9,15,17,38,8,5,5,15,30,35,.520,,.600,4.4,0.9,1.0,0.2,2014
43,42,Shane Larkin,"Nov 18, '13, DAL vs. PHI",21,4,256,4880,545,1290,117,348,192,247,83,490,737,243,24,301,375,1399,.422,.336,.777,19.1,5.5,1.9,2.9,2014
44,43,Ricky Ledo,"Nov 1, '13, DAL @ HOU",21,2,28,277,38,113,13,35,20,26,16,38,21,7,1,28,23,109,.336,.371,.769,9.9,3.9,1.4,0.8,2014
45,44,Alex Len,"Oct 30, '13, PHO vs. POR",20,9,570,10769,1682,3317,110,334,897,1313,1078,3341,489,224,550,675,1465,4371,.507,.329,.683,18.9,7.7,5.9,0.9,2014
46,45,Ray McCallum,"Dec 6, '13, SAC vs. LAL",22,3,154,2808,374,916,71,212,101,142,78,306,368,79,27,148,190,920,.408,.335,.711,18.2,6.0,2.0,2.4,2014
47,46,CJ McCollum,"Jan 8, '14, POR vs. ORL",22,9,590,18624,4356,9567,1368,3452,1261,1557,372,2041,2044,526,223,1027,1254,11341,.455,.396,.810,31.6,19.2,3.5,3.5,2014
48,47,Ben McLemore,"Oct 30, '13, SAC vs. DEN",20,9,556,12534,1768,4270,868,2392,611,783,222,1269,563,353,106,608,1175,5015,.414,.363,.780,22.5,9.0,2.3,1.0,2014
49,48,Gal Mekel,"Oct 30, '13, DAL vs. ATL",25,2,35,335,33,106,5,23,8,12,5,28,76,6,1,33,32,79,.311,.217,.667,9.6,2.3,0.8,2.2,2014
50,49,Tony Mitchell,"Oct 30, '13, DET vs. WAS",21,1,21,79,5,12,1,1,11,19,15,26,2,6,3,4,9,22,.417,1.000,.579,3.8,1.0,1.2,0.1,2014
51,50,Tony Mitchell,"Mar 5, '14, MIL vs. SAC",24,1,3,10,3,5,0,1,0,0,1,1,1,1,0,0,0,6,.600,.000,,3.3,2.0,0.3,0.3,2014
52,51,Shabazz Muhammad,"Nov 1, '13, MIN vs. OKC",21,5,278,4772,940,1988,123,386,501,667,294,770,151,81,24,183,283,2504,.473,.319,.751,17.2,9.0,2.8,0.5,2014
53,52,Erik Murphy,"Nov 6, '13, CHI @ IND",23,1,24,62,3,13,0,3,0,0,2,8,2,0,4,2,7,6,.231,.000,,2.6,0.3,0.3,0.1,2014
54,53,Toure' Murry,"Nov 8, '13, NYK @ CHA",24,2,56,391,58,134,5,12,25,41,14,45,50,20,1,38,48,146,.433,.417,.610,7.0,2.6,0.8,0.9,2014
55,54,Mike Muscala,"Mar 2, '14, ATL @ PHO",22,9,432,6694,957,2090,410,1087,342,404,352,1371,378,150,211,257,630,2666,.458,.377,.847,15.5,6.2,3.2,0.9,2014
56,55,Nemanja Nedović,"Oct 30, '13, GSW vs. LAL",22,1,24,142,8,39,3,18,7,8,3,15,13,0,1,13,13,26,.205,.167,.875,5.9,1.1,0.6,0.5,2014
57,56,James Nunnally,"Jan 16, '14, ATL vs. BRK",23,3,37,315,32,93,20,62,11,15,3,33,18,7,2,10,22,95,.344,.323,.733,8.5,2.6,0.9,0.5,2014
58,57,Victor Oladipo,"Oct 29, '13, ORL @ IND",21,9,462,15141,2958,6749,744,2137,1394,1764,273,2117,1824,748,218,1179,1103,8054,.438,.348,.790,32.8,17.4,4.6,3.9,2014
59,58,Kelly Olynyk,"Oct 30, '13, BOS @ TOR",22,9,610,13408,2224,4675,734,2011,964,1232,723,3087,1248,464,284,890,1695,6146,.476,.365,.782,22.0,10.1,5.1,2.0,2014
60,59,Arinze Onuaku,"Oct 30, '13, NOP vs. IND",26,3,19,126,15,23,0,0,4,10,11,35,9,1,4,5,12,34,.652,,.400,6.6,1.8,1.8,0.5,2014
61,60,Mason Plumlee,"Nov 3, '13, BRK @ ORL",23,9,661,14769,2179,3730,2,41,1124,2019,1361,4378,1611,503,592,987,1846,5484,.584,.049,.557,22.3,8.3,6.6,2.4,2014
62,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2014
63,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2014
64,61,Otto Porter Jr.,"Dec 6, '13, WAS vs. MIL",20,9,504,13080,2059,4313,670,1684,548,690,590,2551,767,570,216,393,893,5336,.477,.398,.794,26.0,10.6,5.1,1.5,2014
65,62,Phil Pressey,"Oct 30, '13, BOS @ TOR",22,3,148,2015,172,505,48,189,75,119,36,216,433,116,15,161,179,467,.341,.254,.630,13.6,3.2,1.5,2.9,2014
66,63,Miroslav Raduljica,"Nov 12, '13, MIL @ MIA",26,2,53,488,71,134,0,0,47,57,56,113,23,8,13,30,92,189,.530,,.825,9.2,3.6,2.1,0.4,2014
67,64,Glen Rice Jr.,"Nov 12, '13, WAS @ DAL",23,2,16,152,14,52,6,24,9,13,6,24,9,6,1,11,18,43,.269,.250,.692,9.5,2.7,1.5,0.6,2014
68,65,Andre Roberson,"Nov 1, '13, OKC @ MIN",22,7,307,6801,573,1211,112,443,124,265,362,1230,265,268,199,185,658,1382,.473,.253,.468,22.2,4.5,4.0,0.9,2014
69,66,Dennis Schröder,"Oct 30, '13, ATL @ DAL",20,9,621,16447,3287,7547,721,2136,1511,1814,266,1829,2907,515,82,1479,1263,8806,.436,.338,.833,26.5,14.2,2.9,4.7,2014
70,67,Peyton Siva,"Oct 30, '13, DET vs. WAS",23,1,24,224,18,57,7,25,11,15,2,14,34,9,1,18,27,54,.316,.280,.733,9.3,2.3,0.6,1.4,2014
71,68,Chris Smith,"Dec 25, '13, NYK vs. OKC",26,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,2014
72,69,Tony Snell,"Oct 29, '13, CHI @ MIA",22,9,601,13093,1335,3097,728,1848,274,324,172,1371,669,266,138,329,846,3672,.431,.394,.846,21.8,6.1,2.3,1.1,2014
73,70,James Southerland,"Nov 29, '13, CHA vs. MIL",23,1,4,30,5,15,3,6,1,2,0,8,0,1,2,1,3,14,.333,.500,.500,7.5,3.5,2.0,0.0,2014
74,71,D.J. Stephens,"Mar 29, '14, MIL vs. MIA",23,2,4,22,4,9,0,0,1,1,1,5,0,1,0,1,0,9,.444,,1.000,5.5,2.3,1.3,0.0,2014
75,72,Adonis Thomas,"Mar 1, '14, ORL @ MIA",20,1,6,37,6,14,1,5,1,1,0,3,3,0,0,1,6,14,.429,.200,1.000,6.2,2.3,0.5,0.5,2014
76,73,Hollis Thompson,"Nov 1, '13, PHI @ WAS",22,4,265,6424,742,1795,363,941,203,287,199,829,292,166,68,213,541,2050,.413,.386,.707,24.2,7.7,3.1,1.1,2014
77,74,Casper Ware,"Mar 24, '14, PHI @ SAS",24,1,9,116,18,42,7,21,5,6,0,9,10,8,0,5,11,48,.429,.333,.833,12.9,5.3,1.0,1.1,2014
78,75,Royce White,"Mar 21, '14, SAC vs. SAS",22,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,.000,,,3.0,0.0,0.0,0.0,2014
79,76,Jeff Withey,"Nov 1, '13, NOP @ ORL",23,5,206,2072,249,474,2,14,166,232,181,518,64,56,156,76,229,666,.525,.143,.716,10.1,3.2,2.5,0.3,2014
80,77,Nate Wolters,"Oct 30, '13, MIL @ NYK",22,3,84,1575,191,452,18,69,61,96,42,185,209,43,17,70,86,461,.423,.261,.635,18.8,5.5,2.2,2.5,2014
81,78,Cody Zeller,"Oct 30, '13, CHA @ HOU",21,9,494,10973,1586,3051,32,145,998,1365,994,2949,691,320,321,522,1281,4202,.520,.221,.731,22.2,8.5,6.0,1.4,2014
0,1,Jordan Adams,"Nov 3, '14, MEM vs. NOP",20,2,32,263,37,92,10,26,17,28,9,30,19,19,7,16,26,101,.402,.385,.607,8.2,3.2,0.9,0.6,2015
1,2,Furkan Aldemir,"Dec 15, '14, PHI vs. BOS",23,1,41,540,40,78,0,5,13,27,78,176,28,17,16,17,96,93,.513,.000,.481,13.2,2.3,4.3,0.7,2015
2,3,Kyle Anderson,"Nov 6, '14, SAS @ HOU",21,8,505,10583,1317,2765,212,634,520,731,374,2220,1167,510,298,483,753,3366,.476,.334,.711,21.0,6.7,4.4,2.3,2015
3,4,Cameron Bairstow,"Oct 29, '14, CHI @ NYK",24,2,36,167,16,54,1,5,11,13,10,36,7,4,4,7,27,44,.296,.200,.846,4.6,1.2,1.0,0.2,2015
4,5,Jerrelle Benimon,"Mar 10, '15, UTA vs. NYK",23,1,2,3,0,0,0,0,0,0,1,3,0,0,0,1,0,0,,,,1.5,0.0,1.5,0.0,2015
5,6,Sim Bhullar,"Apr 7, '15, SAC vs. MIN",22,1,3,3,1,2,0,0,0,0,0,1,1,0,1,0,0,2,.500,,,1.0,0.7,0.3,0.3,2015
6,7,Tarik Black,"Oct 28, '14, HOU @ LAL",23,4,220,3319,439,798,2,14,195,335,393,1031,110,83,116,163,516,1075,.550,.143,.582,15.1,4.9,4.7,0.5,2015
7,8,Bojan Bogdanović,"Oct 29, '14, BRK @ BOS",25,8,603,17519,3133,6861,1233,3144,1544,1793,323,2184,945,334,42,969,977,9043,.457,.392,.861,29.1,15.0,3.6,1.6,2015
8,9,Jabari Brown,"Mar 12, '15, LAL vs. NYK",22,1,19,568,70,170,23,62,64,85,3,36,40,12,2,32,33,227,.412,.371,.753,29.9,11.9,1.9,2.1,2015
9,10,Markel Brown,"Nov 22, '14, BRK @ SAS",23,3,113,1794,205,539,56,190,118,151,40,234,132,69,27,83,157,584,.380,.295,.781,15.9,5.2,2.1,1.2,2015
10,11,Bruno Caboclo,"Nov 21, '14, TOR vs. MIL",19,7,105,1293,162,402,62,201,56,67,82,268,72,36,59,69,135,442,.403,.308,.836,12.3,4.2,2.6,0.7,2015
11,12,Clint Capela,"Nov 6, '14, HOU vs. SAS",20,8,471,12614,2549,4084,0,3,753,1429,1665,5023,465,328,713,529,1149,5851,.624,.000,.527,26.8,12.4,10.7,1.0,2015
12,13,Will Cherry,"Nov 7, '14, CLE @ DEN",23,1,8,69,5,19,2,9,3,6,1,5,8,6,1,4,10,15,.263,.222,.500,8.6,1.9,0.6,1.0,2015
13,14,Patrick Christopher,"Dec 27, '14, UTA vs. PHI",26,1,4,29,3,12,0,4,0,0,2,6,0,1,0,1,6,6,.250,.000,,7.3,1.5,1.5,0.0,2015
14,15,Jordan Clarkson,"Oct 28, '14, LAL vs. HOU",22,8,600,16191,3495,7954,1072,3169,1154,1395,501,1971,1526,515,88,998,1013,9216,.439,.338,.827,27.0,15.4,3.3,2.5,2015
15,16,Jack Cooley,"Feb 27, '15, UTA @ DEN",23,2,23,174,22,49,0,0,23,40,24,55,7,7,3,6,36,67,.449,,.575,7.6,2.9,2.4,0.3,2015
16,17,Bryce Cotton,"Feb 27, '15, UTA @ DEN",22,2,23,198,33,79,7,23,15,18,3,18,18,7,0,17,8,88,.418,.304,.833,8.6,3.8,0.8,0.8,2015
17,18,Andre Dawkins,"Nov 1, '14, MIA @ PHI",23,1,4,22,1,6,1,6,0,0,0,2,1,0,0,1,3,3,.167,.167,,5.5,0.8,0.5,0.3,2015
18,19,Spencer Dinwiddie,"Oct 29, '14, DET @ DEN",21,8,387,10206,1630,3963,553,1716,1229,1554,178,1167,1933,260,104,669,899,5042,.411,.322,.791,26.4,13.0,3.0,5.0,2015
19,20,Zoran Dragić,"Nov 15, '14, PHO @ LAC",25,1,16,75,11,30,3,14,3,5,5,8,5,2,0,5,6,28,.367,.214,.600,4.7,1.8,0.5,0.3,2015
20,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2015
21,21,Larry Drew II,"Jan 16, '15, PHI vs. NOP",24,2,22,289,27,82,7,35,2,3,4,18,55,6,0,28,19,63,.329,.200,.667,13.1,2.9,0.8,2.5,2015
22,22,Cleanthony Early,"Oct 29, '14, NYK vs. CHI",23,2,56,801,88,254,26,99,39,52,26,123,42,26,15,49,73,241,.346,.263,.750,14.3,4.3,2.2,0.8,2015
23,23,James Ennis III,"Oct 29, '14, MIA vs. WAS",24,8,395,8022,907,1985,317,880,498,625,393,1306,373,244,113,303,792,2629,.457,.360,.797,20.3,6.7,3.3,0.9,2015
24,24,Tyler Ennis,"Oct 29, '14, PHO vs. LAL",20,4,186,2336,320,763,66,208,73,95,48,250,359,98,18,171,233,779,.419,.317,.768,12.6,4.2,1.3,1.9,2015
25,25,Dante Exum,"Oct 29, '14, UTA vs. HOU",19,6,245,4545,509,1252,167,547,204,267,91,441,515,101,44,308,429,1389,.407,.305,.764,18.6,5.7,1.8,2.1,2015
26,26,Tim Frazier,"Feb 6, '15, PHI @ BOS",24,8,289,5088,515,1286,131,405,251,347,139,654,1142,193,26,379,517,1412,.400,.323,.723,17.6,4.9,2.3,4.0,2015
27,27,Langston Galloway,"Jan 7, '15, NYK @ WAS",23,8,452,9840,1304,3286,639,1738,409,501,212,1106,732,304,64,269,704,3656,.397,.368,.816,21.8,8.1,2.4,1.6,2015
28,28,Aaron Gordon,"Oct 28, '14, ORL @ NOP",19,8,528,15277,2605,5663,587,1819,1090,1552,841,3310,1313,389,335,792,1053,6887,.460,.323,.702,28.9,13.0,6.3,2.5,2015
29,29,Drew Gordon,"Nov 13, '14, PHI @ DAL",24,1,9,71,8,19,0,3,1,2,7,18,2,1,0,8,7,17,.421,.000,.500,7.9,1.9,2.0,0.2,2015
30,30,Jerami Grant,"Nov 29, '14, PHI vs. DAL",20,8,555,14454,2181,4823,578,1656,1389,1921,489,2189,747,348,615,617,1263,6329,.452,.349,.723,26.0,11.4,3.9,1.3,2015
31,31,Erick Green,"Nov 7, '14, DEN vs. CLE",23,2,52,452,66,175,15,52,12,14,10,37,42,13,0,14,30,159,.377,.288,.857,8.7,3.1,0.7,0.8,2015
32,32,JaMychal Green,"Jan 18, '15, SAS vs. UTA",24,8,487,10136,1443,3059,388,1059,568,724,819,2781,445,273,203,518,1284,3842,.472,.366,.785,20.8,7.9,5.7,0.9,2015
33,33,P.J. Hairston,"Nov 4, '14, CHO @ NOP",22,2,111,2000,232,677,119,404,81,100,47,266,59,53,24,63,198,664,.343,.295,.810,18.0,6.0,2.4,0.5,2015
34,34,Gary Harris,"Nov 14, '14, DEN @ IND",20,8,468,13473,2051,4581,705,1944,719,885,284,1162,965,547,101,557,837,5526,.448,.363,.812,28.8,11.8,2.5,2.1,2015
35,35,Joe Harris,"Oct 31, '14, CLE @ CHI",23,8,414,10601,1676,3470,874,1991,358,459,238,1344,679,204,80,477,850,4584,.483,.439,.780,25.6,11.1,3.2,1.6,2015
36,36,Rodney Hood,"Oct 29, '14, UTA vs. HOU",22,8,448,10977,1688,4023,647,1770,633,753,158,1160,736,301,80,426,855,4656,.420,.366,.841,24.5,10.4,2.6,1.6,2015
37,37,Joe Ingles,"Oct 29, '14, UTA vs. HOU",27,8,590,15158,1805,4016,1071,2622,413,538,189,1914,2213,544,90,927,1099,5094,.449,.408,.768,25.7,8.6,3.2,3.8,2015
38,38,Cory Jefferson,"Oct 29, '14, BRK @ BOS",24,2,58,581,84,189,2,16,35,60,53,161,16,10,22,20,69,205,.444,.125,.583,10.0,3.5,2.8,0.3,2015
39,39,Grant Jerrett,"Nov 28, '14, OKC vs. NYK",21,1,8,51,7,26,1,15,1,1,2,9,3,2,2,3,11,16,.269,.067,1.000,6.4,2.0,1.1,0.4,2015
40,40,Nick Johnson,"Nov 1, '14, HOU vs. BOS",22,1,28,262,26,75,5,21,17,25,13,39,11,7,3,19,34,74,.347,.238,.680,9.4,2.6,1.4,0.4,2015
41,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2015
42,41,Tyler Johnson,"Jan 14, '15, MIA @ GSW",22,8,354,8709,1246,2924,438,1217,539,692,187,1069,813,288,140,373,637,3469,.426,.360,.779,24.6,9.8,3.0,2.3,2015
43,42,Sean Kilpatrick,"Mar 19, '15, MIN @ NYK",25,4,157,3082,545,1319,194,579,332,385,40,429,236,73,13,206,191,1616,.413,.335,.862,19.6,10.3,2.7,1.5,2015
44,43,Alex Kirk,"Nov 4, '14, CLE @ POR",23,1,5,14,1,4,0,0,2,2,1,1,1,0,0,0,1,4,.250,,1.000,2.8,0.8,0.2,0.2,2015
45,44,Joffrey Lauvergne,"Feb 22, '15, DEN @ OKC",23,4,208,2823,477,995,49,172,156,217,239,789,180,55,34,165,286,1159,.479,.285,.719,13.6,5.6,3.8,0.9,2015
46,45,Zach LaVine,"Oct 30, '14, MIN vs. DET",19,8,478,15219,3384,7344,1031,2673,1667,2009,221,1876,1860,423,145,1271,1039,9466,.461,.386,.830,31.8,19.8,3.9,3.9,2015
47,46,Kalin Lucas,"Nov 19, '14, MEM @ TOR",25,2,2,12,0,2,0,1,2,2,0,3,1,1,0,0,2,2,.000,.000,1.000,6.0,1.0,1.5,0.5,2015
48,47,Devyn Marble,"Oct 28, '14, ORL @ NOP",22,2,44,457,35,115,12,54,15,40,11,69,29,22,3,16,39,97,.304,.222,.375,10.4,2.2,1.6,0.7,2015
49,48,James Michael McAdoo,"Jan 19, '15, GSW vs. DEN",22,4,111,874,133,252,5,17,63,118,79,188,37,33,47,42,108,334,.528,.294,.534,7.9,3.0,1.7,0.3,2015
50,49,K.J. McDaniels,"Oct 29, '14, PHI @ IND",21,3,148,2092,278,675,70,241,156,201,96,324,95,70,94,151,205,782,.412,.290,.776,14.1,5.3,2.2,0.6,2015
51,50,Doug McDermott,"Oct 29, '14, CHI @ NYK",23,8,527,11012,1836,3855,723,1766,451,550,224,1236,496,113,53,344,774,4846,.476,.409,.820,20.9,9.2,2.3,0.9,2015
52,51,Mitch McGary,"Dec 14, '14, OKC vs. PHO",22,2,52,557,99,188,0,6,29,50,57,183,17,17,18,38,82,227,.527,.000,.580,10.7,4.4,3.5,0.3,2015
53,52,Jerel McNeal,"Apr 2, '15, PHO @ GSW",27,1,6,36,3,11,1,2,2,2,0,3,2,3,1,5,5,9,.273,.500,1.000,6.0,1.5,0.5,0.3,2015
54,53,Elijah Millsap,"Jan 5, '15, UTA vs. IND",27,3,69,1120,93,284,29,104,72,106,37,191,78,63,19,78,159,287,.327,.279,.679,16.2,4.2,2.8,1.1,2015
55,54,Nikola Mirotić,"Oct 29, '14, CHI @ NYK",23,5,319,7718,1303,3084,614,1712,690,854,301,1894,407,240,228,381,666,3910,.423,.359,.808,24.2,12.3,5.9,1.3,2015
56,55,Eric Moreland,"Nov 26, '14, SAC @ HOU",23,4,83,898,73,136,1,1,13,33,88,310,83,32,56,50,130,160,.537,1.000,.394,10.8,1.9,3.7,1.0,2015
57,56,Shabazz Napier,"Oct 29, '14, MIA vs. WAS",23,6,345,5986,808,2034,345,1000,472,579,104,657,849,286,48,452,404,2433,.397,.345,.815,17.4,7.1,1.9,2.5,2015
58,57,Nerlens Noel,"Oct 29, '14, PHI @ IND",20,8,450,10086,1362,2482,2,13,577,881,888,2789,491,572,673,580,1160,3303,.549,.154,.655,22.4,7.3,6.2,1.1,2015
59,58,Lucas Nogueira,"Nov 21, '14, TOR vs. MIL",22,4,141,1754,182,288,9,34,73,114,120,388,72,89,144,75,221,446,.632,.265,.640,12.4,3.2,2.8,0.5,2015
60,59,Jusuf Nurkić,"Oct 29, '14, DEN vs. DET",20,8,411,9815,1989,3978,32,138,1005,1495,1052,3513,903,372,489,870,1287,5015,.500,.232,.672,23.9,12.2,8.5,2.2,2015
61,60,Johnny O'Bryant,"Dec 17, '14, MIL @ POR",21,4,147,1684,213,530,18,50,65,98,129,352,69,32,19,77,199,509,.402,.360,.663,11.5,3.5,2.4,0.5,2015
62,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2015
63,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2015
64,61,Kostas Papanikolaou,"Oct 28, '14, HOU @ LAL",24,2,69,1089,93,263,41,138,22,32,47,158,101,42,18,76,95,249,.354,.297,.688,15.8,3.6,2.3,1.5,2015
65,62,Jabari Parker,"Oct 29, '14, MIL @ CHO",19,8,310,8535,1767,3579,212,651,634,853,449,1703,610,271,118,534,627,4380,.494,.326,.743,27.5,14.1,5.5,2.0,2015
66,63,Adreian Payne,"Dec 26, '14, ATL vs. MIL",23,4,107,1403,174,429,15,59,66,97,79,315,66,45,27,90,203,429,.406,.254,.680,13.1,4.0,2.9,0.6,2015
67,64,Elfrid Payton,"Oct 28, '14, ORL @ NOP",20,8,500,13383,2086,4666,190,662,674,1082,523,2007,2868,588,151,1084,1000,5036,.447,.287,.623,26.8,10.1,4.0,5.7,2015
68,65,Dwight Powell,"Nov 14, '14, BOS vs. CLE",23,8,511,9720,1451,2480,121,409,903,1202,798,2349,524,324,242,351,1137,3926,.585,.296,.751,19.0,7.7,4.6,1.0,2015
69,66,Julius Randle,"Oct 28, '14, LAL vs. HOU",20,8,518,16145,3388,7177,448,1349,1967,2648,1025,4814,1842,365,235,1423,1619,9191,.472,.332,.743,31.2,17.7,9.3,3.6,2015
70,67,Glenn Robinson III,"Nov 14, '14, MIN @ NOP",21,7,304,5299,689,1508,193,518,233,299,204,776,238,149,58,155,281,1804,.457,.373,.779,17.4,5.9,2.6,0.8,2015
71,68,Damjan Rudež,"Oct 29, '14, IND vs. PHI",28,3,146,1638,175,413,106,284,24,31,18,92,84,31,7,69,143,480,.424,.373,.774,11.2,3.3,0.6,0.6,2015
72,69,JaKarr Sampson,"Oct 29, '14, PHI @ IND",21,6,236,3549,483,1026,60,242,207,309,154,628,161,91,110,188,449,1233,.471,.248,.670,15.0,5.2,2.7,0.7,2015
73,70,Marcus Smart,"Oct 29, '14, BOS vs. BRK",20,8,520,15484,1815,4747,796,2477,1012,1298,435,1867,2318,821,191,939,1333,5438,.382,.321,.780,29.8,10.5,3.6,4.5,2015
74,71,Russ Smith,"Nov 4, '14, NOP vs. CHO",23,2,27,131,15,47,3,16,20,26,2,15,19,8,1,19,18,53,.319,.188,.769,4.9,2.0,0.6,0.7,2015
75,72,Nik Stauskas,"Oct 29, '14, SAC vs. GSW",21,6,343,6701,770,1981,400,1131,350,431,78,691,515,139,80,340,426,2290,.389,.354,.812,19.5,6.7,2.0,1.5,2015
76,73,David Stockton,"Feb 21, '15, SAC @ LAC",23,2,6,42,4,9,3,5,7,10,0,2,9,2,0,5,4,18,.444,.600,.700,7.0,3.0,0.3,1.5,2015
77,74,Jarnell Stokes,"Nov 17, '14, MEM vs. HOU",21,3,28,151,25,43,0,0,17,32,18,40,7,7,5,7,29,67,.581,,.531,5.4,2.4,1.4,0.3,2015
78,75,Noah Vonleh,"Nov 15, '14, CHO @ GSW",19,7,339,5683,640,1393,92,299,288,417,470,1742,257,137,136,267,610,1660,.459,.308,.691,16.8,4.9,5.1,0.8,2015
79,76,T.J. Warren,"Nov 9, '14, PHO vs. GSW",21,7,332,9553,2124,4191,247,692,647,830,449,1372,397,327,168,341,791,5142,.507,.357,.780,28.8,15.5,4.1,1.2,2015
80,77,David Wear,"Mar 30, '15, SAC @ MEM",24,1,2,7,0,2,0,1,0,0,2,2,1,0,0,0,1,0,.000,.000,,3.5,0.0,1.0,0.5,2015
81,78,Travis Wear,"Oct 29, '14, NYK vs. CHI",24,2,68,900,109,281,28,77,28,34,31,144,47,19,16,41,85,274,.388,.364,.824,13.2,4.0,2.1,0.7,2015
82,79,Shayne Whittington,"Nov 8, '14, IND vs. WAS",23,2,27,149,24,53,1,8,19,25,15,41,9,6,3,10,25,68,.453,.125,.760,5.5,2.5,1.5,0.3,2015
83,80,Andrew Wiggins,"Oct 29, '14, MIN @ MEM",19,8,598,20935,4284,9565,837,2392,2114,2924,739,2649,1393,595,399,1191,1298,11519,.448,.350,.723,35.0,19.3,4.4,2.3,2015
84,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2015
85,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2015
86,81,C.J. Wilcox,"Dec 3, '14, LAC vs. ORL",24,3,66,376,50,135,19,57,13,16,6,31,30,15,4,18,30,132,.370,.333,.813,5.7,2.0,0.5,0.5,2015
87,82,James Young,"Nov 1, '14, BOS @ HOU",19,4,95,812,77,210,38,137,27,48,19,96,28,24,5,15,58,219,.367,.277,.563,8.5,2.3,1.0,0.3,2015
0,1,Cliff Alexander,"Nov 15, '15, POR @ CHO",20,1,8,36,5,10,0,0,0,0,2,6,0,1,2,1,1,10,.500,,,4.5,1.3,0.8,0.0,2016
1,2,Justin Anderson,"Oct 28, '15, DAL @ PHO",22,6,242,3280,454,1106,159,545,217,280,141,621,184,105,80,141,291,1284,.410,.292,.775,13.6,5.3,2.6,0.8,2016
2,3,Thanasis Antetokounmpo,"Jan 29, '16, NYK vs. PHO",23,4,127,1159,164,317,9,54,61,112,106,250,83,45,24,81,162,398,.517,.167,.545,9.1,3.1,2.0,0.7,2016
